sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,configurable_variations,configurable_variation_prices,configurable_variation_labels,additional_images
MH13-XL-Lavender,,Top,simple,"Default Category/Men/Tops/Hoodies & Sweatshirts",base,"Marco Lightweight Active Hoodie-XL-Lavender","<p>For cold-weather training or post-game layering, you need something more than a basic fleece. Our Marco Lightweight Active Hoodie brings both style and performance to the plate, court, or touchline. The smooth-faced, brushed-back fabric blocks wind and traps body heat, while integrated Cocona&reg; fibers pull moisture away.</p>
<p>&bull; Light blue heather full zip hoodie.<br />&bull; Fitted flatlock seams.<br />&bull; Matching lining and drawstring. <br />&bull; Machine wash/dry.</p>",,1,1,"Taxable Goods","Not Visible Individually",74,,,,marco-lightweight-active-hoodie-xl-lavender,,,,/m/h/mh13-lavender_main.jpg,,/m/h/mh13-lavender_main.jpg,,/m/h/mh13-lavender_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=0,required_options=0,size=XL,color=Lavender",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,,,,
MH13,,Top,configurable,"Default Category/Men/Tops/Hoodies & Sweatshirts",base,"Marco Lightweight Active Hoodie","<p>For cold-weather training or post-game layering, you need something more than a basic fleece. Our Marco Lightweight Active Hoodie brings both style and performance to the plate, court, or touchline. The smooth-faced, brushed-back fabric blocks wind and traps body heat, while integrated Cocona&reg; fibers pull moisture away.</p>
<p>&bull; Light blue heather full zip hoodie.<br />&bull; Fitted flatlock seams.<br />&bull; Matching lining and drawstring. <br />&bull; Machine wash/dry.</p>",,,1,"Taxable Goods","Catalog, Search",74,,,,,,,,/m/h/mh13-blue_main.jpg,,/m/h/mh13-blue_main.jpg,,/m/h/mh13-blue_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=1,required_options=1,material=Cocona&reg; performance Fabric|Fleece,pattern=Solid,climate=All-weather|Cool|Indoor|Spring|Windy,eco_collection=No,performance_fabric=Yes,erin_recommends=Yes,new=No,sale=No",0,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,"sku=MH13-XS-Blue,size=XS,color=Blue|sku=MH13-XS-Green,size=XS,color=Green|sku=MH13-XS-Lavender,size=XS,color=Lavender|sku=MH13-S-Blue,size=S,color=Blue|sku=MH13-S-Green,size=S,color=Green|sku=MH13-S-Lavender,size=S,color=Lavender|sku=MH13-M-Blue,size=M,color=Blue|sku=MH13-M-Green,size=M,color=Green|sku=MH13-M-Lavender,size=M,color=Lavender|sku=MH13-L-Blue,size=L,color=Blue|sku=MH13-L-Green,size=L,color=Green|sku=MH13-L-Lavender,size=L,color=Lavender|sku=MH13-XL-Blue,size=XL,color=Blue|sku=MH13-XL-Green,size=XL,color=Green|sku=MH13-XL-Lavender,size=XL,color=Lavender",,,"/m/h/mh13-blue_alt1.jpg,/m/h/mh13-blue_back.jpg"
MJ01-XS-Orange,,Top,simple,"Default Category/Men/Tops/Jackets",base,"Beaumont Summit Kit-XS-Orange","<p>The smooth nylon shell around the Beaumont Summit Kit combats wind, reinforced with a cold-fighting brushed fleece layer. The jacket is reversible, giving you a new look for the return trek. Ample pocket space rounds out this hiker's paradise package.</p>
<p>&bull; Yellow full zip rain jacket.<br />&bull; Full-zip front. <br />&bull; Stand-up collar. <br />&bull; Elasticized cuffs. <br />&bull; Machine wash/dry.</p>",,1,1,"Taxable Goods","Not Visible Individually",42,,,,beaumont-summit-kit-xs-orange,,,,/m/j/mj01-orange_main.jpg,,/m/j/mj01-orange_main.jpg,,/m/j/mj01-orange_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=0,required_options=0,size=XS,color=Orange",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,,,,
MJ01-XS-Red,,Top,simple,"Default Category/Men/Tops/Jackets",base,"Beaumont Summit Kit-XS-Red","<p>The smooth nylon shell around the Beaumont Summit Kit combats wind, reinforced with a cold-fighting brushed fleece layer. The jacket is reversible, giving you a new look for the return trek. Ample pocket space rounds out this hiker's paradise package.</p>
<p>&bull; Yellow full zip rain jacket.<br />&bull; Full-zip front. <br />&bull; Stand-up collar. <br />&bull; Elasticized cuffs. <br />&bull; Machine wash/dry.</p>",,1,1,"Taxable Goods","Not Visible Individually",42,,,,beaumont-summit-kit-xs-red,,,,/m/j/mj01-red_main.jpg,,/m/j/mj01-red_main.jpg,,/m/j/mj01-red_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=0,required_options=0,size=XS,color=Red",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,,,,
MJ01-XS-Yellow,,Top,simple,"Default Category/Men/Tops/Jackets",base,"Beaumont Summit Kit-XS-Yellow","<p>The smooth nylon shell around the Beaumont Summit Kit combats wind, reinforced with a cold-fighting brushed fleece layer. The jacket is reversible, giving you a new look for the return trek. Ample pocket space rounds out this hiker's paradise package.</p>
<p>&bull; Yellow full zip rain jacket.<br />&bull; Full-zip front. <br />&bull; Stand-up collar. <br />&bull; Elasticized cuffs. <br />&bull; Machine wash/dry.</p>",,1,1,"Taxable Goods","Not Visible Individually",42,,,,beaumont-summit-kit-xs-yellow,,,,/m/j/mj01-yellow_main.jpg,,/m/j/mj01-yellow_main.jpg,,/m/j/mj01-yellow_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=0,required_options=0,size=XS,color=Yellow",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,,,,"/m/j/mj01-yellow_alt1.jpg,/m/j/mj01-yellow_back.jpg"
MJ01-S-Orange,,Top,simple,"Default Category/Men/Tops/Jackets",base,"Beaumont Summit Kit-S-Orange","<p>The smooth nylon shell around the Beaumont Summit Kit combats wind, reinforced with a cold-fighting brushed fleece layer. The jacket is reversible, giving you a new look for the return trek. Ample pocket space rounds out this hiker's paradise package.</p>
<p>&bull; Yellow full zip rain jacket.<br />&bull; Full-zip front. <br />&bull; Stand-up collar. <br />&bull; Elasticized cuffs. <br />&bull; Machine wash/dry.</p>",,1,1,"Taxable Goods","Not Visible Individually",42,,,,beaumont-summit-kit-s-orange,,,,/m/j/mj01-orange_main.jpg,,/m/j/mj01-orange_main.jpg,,/m/j/mj01-orange_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=0,required_options=0,size=S,color=Orange",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,,,,
MJ01-S-Red,,Top,simple,"Default Category/Men/Tops/Jackets",base,"Beaumont Summit Kit-S-Red","<p>The smooth nylon shell around the Beaumont Summit Kit combats wind, reinforced with a cold-fighting brushed fleece layer. The jacket is reversible, giving you a new look for the return trek. Ample pocket space rounds out this hiker's paradise package.</p>
<p>&bull; Yellow full zip rain jacket.<br />&bull; Full-zip front. <br />&bull; Stand-up collar. <br />&bull; Elasticized cuffs. <br />&bull; Machine wash/dry.</p>",,1,1,"Taxable Goods","Not Visible Individually",42,,,,beaumont-summit-kit-s-red,,,,/m/j/mj01-red_main.jpg,,/m/j/mj01-red_main.jpg,,/m/j/mj01-red_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=0,required_options=0,size=S,color=Red",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,,,,
MJ01-S-Yellow,,Top,simple,"Default Category/Men/Tops/Jackets",base,"Beaumont Summit Kit-S-Yellow","<p>The smooth nylon shell around the Beaumont Summit Kit combats wind, reinforced with a cold-fighting brushed fleece layer. The jacket is reversible, giving you a new look for the return trek. Ample pocket space rounds out this hiker's paradise package.</p>
<p>&bull; Yellow full zip rain jacket.<br />&bull; Full-zip front. <br />&bull; Stand-up collar. <br />&bull; Elasticized cuffs. <br />&bull; Machine wash/dry.</p>",,1,1,"Taxable Goods","Not Visible Individually",42,,,,beaumont-summit-kit-s-yellow,,,,/m/j/mj01-yellow_main.jpg,,/m/j/mj01-yellow_main.jpg,,/m/j/mj01-yellow_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=0,required_options=0,size=S,color=Yellow",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,,,,"/m/j/mj01-yellow_alt1.jpg,/m/j/mj01-yellow_back.jpg"
MJ01-M-Orange,,Top,simple,"Default Category/Men/Tops/Jackets",base,"Beaumont Summit Kit-M-Orange","<p>The smooth nylon shell around the Beaumont Summit Kit combats wind, reinforced with a cold-fighting brushed fleece layer. The jacket is reversible, giving you a new look for the return trek. Ample pocket space rounds out this hiker's paradise package.</p>
<p>&bull; Yellow full zip rain jacket.<br />&bull; Full-zip front. <br />&bull; Stand-up collar. <br />&bull; Elasticized cuffs. <br />&bull; Machine wash/dry.</p>",,1,1,"Taxable Goods","Not Visible Individually",42,,,,beaumont-summit-kit-m-orange,,,,/m/j/mj01-orange_main.jpg,,/m/j/mj01-orange_main.jpg,,/m/j/mj01-orange_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=0,required_options=0,size=M,color=Orange",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,,,,
MJ01-M-Red,,Top,simple,"Default Category/Men/Tops/Jackets",base,"Beaumont Summit Kit-M-Red","<p>The smooth nylon shell around the Beaumont Summit Kit combats wind, reinforced with a cold-fighting brushed fleece layer. The jacket is reversible, giving you a new look for the return trek. Ample pocket space rounds out this hiker's paradise package.</p>
<p>&bull; Yellow full zip rain jacket.<br />&bull; Full-zip front. <br />&bull; Stand-up collar. <br />&bull; Elasticized cuffs. <br />&bull; Machine wash/dry.</p>",,1,1,"Taxable Goods","Not Visible Individually",42,,,,beaumont-summit-kit-m-red,,,,/m/j/mj01-red_main.jpg,,/m/j/mj01-red_main.jpg,,/m/j/mj01-red_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=0,required_options=0,size=M,color=Red",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,,,,
MJ01-M-Yellow,,Top,simple,"Default Category/Men/Tops/Jackets",base,"Beaumont Summit Kit-M-Yellow","<p>The smooth nylon shell around the Beaumont Summit Kit combats wind, reinforced with a cold-fighting brushed fleece layer. The jacket is reversible, giving you a new look for the return trek. Ample pocket space rounds out this hiker's paradise package.</p>
<p>&bull; Yellow full zip rain jacket.<br />&bull; Full-zip front. <br />&bull; Stand-up collar. <br />&bull; Elasticized cuffs. <br />&bull; Machine wash/dry.</p>",,1,1,"Taxable Goods","Not Visible Individually",42,,,,beaumont-summit-kit-m-yellow,,,,/m/j/mj01-yellow_main.jpg,,/m/j/mj01-yellow_main.jpg,,/m/j/mj01-yellow_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=0,required_options=0,size=M,color=Yellow",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,,,,"/m/j/mj01-yellow_alt1.jpg,/m/j/mj01-yellow_back.jpg"
MJ01-L-Orange,,Top,simple,"Default Category/Men/Tops/Jackets",base,"Beaumont Summit Kit-L-Orange","<p>The smooth nylon shell around the Beaumont Summit Kit combats wind, reinforced with a cold-fighting brushed fleece layer. The jacket is reversible, giving you a new look for the return trek. Ample pocket space rounds out this hiker's paradise package.</p>
<p>&bull; Yellow full zip rain jacket.<br />&bull; Full-zip front. <br />&bull; Stand-up collar. <br />&bull; Elasticized cuffs. <br />&bull; Machine wash/dry.</p>",,1,1,"Taxable Goods","Not Visible Individually",42,,,,beaumont-summit-kit-l-orange,,,,/m/j/mj01-orange_main.jpg,,/m/j/mj01-orange_main.jpg,,/m/j/mj01-orange_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=0,required_options=0,size=L,color=Orange",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,,,,
MJ01-L-Red,,Top,simple,"Default Category/Men/Tops/Jackets",base,"Beaumont Summit Kit-L-Red","<p>The smooth nylon shell around the Beaumont Summit Kit combats wind, reinforced with a cold-fighting brushed fleece layer. The jacket is reversible, giving you a new look for the return trek. Ample pocket space rounds out this hiker's paradise package.</p>
<p>&bull; Yellow full zip rain jacket.<br />&bull; Full-zip front. <br />&bull; Stand-up collar. <br />&bull; Elasticized cuffs. <br />&bull; Machine wash/dry.</p>",,1,1,"Taxable Goods","Not Visible Individually",42,,,,beaumont-summit-kit-l-red,,,,/m/j/mj01-red_main.jpg,,/m/j/mj01-red_main.jpg,,/m/j/mj01-red_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=0,required_options=0,size=L,color=Red",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,,,,
MJ01-L-Yellow,,Top,simple,"Default Category/Men/Tops/Jackets",base,"Beaumont Summit Kit-L-Yellow","<p>The smooth nylon shell around the Beaumont Summit Kit combats wind, reinforced with a cold-fighting brushed fleece layer. The jacket is reversible, giving you a new look for the return trek. Ample pocket space rounds out this hiker's paradise package.</p>
<p>&bull; Yellow full zip rain jacket.<br />&bull; Full-zip front. <br />&bull; Stand-up collar. <br />&bull; Elasticized cuffs. <br />&bull; Machine wash/dry.</p>",,1,1,"Taxable Goods","Not Visible Individually",42,,,,beaumont-summit-kit-l-yellow,,,,/m/j/mj01-yellow_main.jpg,,/m/j/mj01-yellow_main.jpg,,/m/j/mj01-yellow_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=0,required_options=0,size=L,color=Yellow",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,,,,"/m/j/mj01-yellow_alt1.jpg,/m/j/mj01-yellow_back.jpg"
MJ01-XL-Orange,,Top,simple,"Default Category/Men/Tops/Jackets",base,"Beaumont Summit Kit-XL-Orange","<p>The smooth nylon shell around the Beaumont Summit Kit combats wind, reinforced with a cold-fighting brushed fleece layer. The jacket is reversible, giving you a new look for the return trek. Ample pocket space rounds out this hiker's paradise package.</p>
<p>&bull; Yellow full zip rain jacket.<br />&bull; Full-zip front. <br />&bull; Stand-up collar. <br />&bull; Elasticized cuffs. <br />&bull; Machine wash/dry.</p>",,1,1,"Taxable Goods","Not Visible Individually",42,,,,beaumont-summit-kit-xl-orange,,,,/m/j/mj01-orange_main.jpg,,/m/j/mj01-orange_main.jpg,,/m/j/mj01-orange_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=0,required_options=0,size=XL,color=Orange",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,,,,
MJ01-XL-Red,,Top,simple,"Default Category/Men/Tops/Jackets",base,"Beaumont Summit Kit-XL-Red","<p>The smooth nylon shell around the Beaumont Summit Kit combats wind, reinforced with a cold-fighting brushed fleece layer. The jacket is reversible, giving you a new look for the return trek. Ample pocket space rounds out this hiker's paradise package.</p>
<p>&bull; Yellow full zip rain jacket.<br />&bull; Full-zip front. <br />&bull; Stand-up collar. <br />&bull; Elasticized cuffs. <br />&bull; Machine wash/dry.</p>",,1,1,"Taxable Goods","Not Visible Individually",42,,,,beaumont-summit-kit-xl-red,,,,/m/j/mj01-red_main.jpg,,/m/j/mj01-red_main.jpg,,/m/j/mj01-red_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=0,required_options=0,size=XL,color=Red",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,,,,
MJ01-XL-Yellow,,Top,simple,"Default Category/Men/Tops/Jackets",base,"Beaumont Summit Kit-XL-Yellow","<p>The smooth nylon shell around the Beaumont Summit Kit combats wind, reinforced with a cold-fighting brushed fleece layer. The jacket is reversible, giving you a new look for the return trek. Ample pocket space rounds out this hiker's paradise package.</p>
<p>&bull; Yellow full zip rain jacket.<br />&bull; Full-zip front. <br />&bull; Stand-up collar. <br />&bull; Elasticized cuffs. <br />&bull; Machine wash/dry.</p>",,1,1,"Taxable Goods","Not Visible Individually",42,,,,beaumont-summit-kit-xl-yellow,,,,/m/j/mj01-yellow_main.jpg,,/m/j/mj01-yellow_main.jpg,,/m/j/mj01-yellow_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=0,required_options=0,size=XL,color=Yellow",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,,,,"/m/j/mj01-yellow_alt1.jpg,/m/j/mj01-yellow_back.jpg"
MJ01,,Top,configurable,"Default Category/Men/Tops/Jackets",base,"Beaumont Summit Kit","<p>The smooth nylon shell around the Beaumont Summit Kit combats wind, reinforced with a cold-fighting brushed fleece layer. The jacket is reversible, giving you a new look for the return trek. Ample pocket space rounds out this hiker's paradise package.</p>
<p>&bull; Yellow full zip rain jacket.<br />&bull; Full-zip front. <br />&bull; Stand-up collar. <br />&bull; Elasticized cuffs. <br />&bull; Machine wash/dry.</p>",,,1,"Taxable Goods","Catalog, Search",42,,,,,,,,/m/j/mj01-yellow_main.jpg,,/m/j/mj01-yellow_main.jpg,,/m/j/mj01-yellow_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=1,required_options=1,style_general=Lightweight|Hooded|Rain Coat|Hard Shell|Windbreaker|&frac14; zip|Reversible,material=Fleece|LumaTech&trade;|Polyester,pattern=Solid,climate=Cool|Rainy|Spring|Windy,eco_collection=No,performance_fabric=Yes,erin_recommends=No,new=No,sale=Yes",0,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,"sku=MJ01-XS-Orange,size=XS,color=Orange|sku=MJ01-XS-Red,size=XS,color=Red|sku=MJ01-XS-Yellow,size=XS,color=Yellow|sku=MJ01-S-Orange,size=S,color=Orange|sku=MJ01-S-Red,size=S,color=Red|sku=MJ01-S-Yellow,size=S,color=Yellow|sku=MJ01-M-Orange,size=M,color=Orange|sku=MJ01-M-Red,size=M,color=Red|sku=MJ01-M-Yellow,size=M,color=Yellow|sku=MJ01-L-Orange,size=L,color=Orange|sku=MJ01-L-Red,size=L,color=Red|sku=MJ01-L-Yellow,size=L,color=Yellow|sku=MJ01-XL-Orange,size=XL,color=Orange|sku=MJ01-XL-Red,size=XL,color=Red|sku=MJ01-XL-Yellow,size=XL,color=Yellow",,,"/m/j/mj01-yellow_alt1.jpg,/m/j/mj01-yellow_back.jpg"
MJ02-XS-Green,,Top,simple,"Default Category/Men/Tops/Jackets",base,"Hyperion Elements Jacket-XS-Green","<p>Boldly face high winds, frigid temps and stormy weather the whole winter through in the Hyperion Elements Jacket. LumaTech&trade; insulating technology helps maintain your core temperature and wick sweat. The smooth shell is water repellent and quilted to retain body heat.</p>
<p>&bull; Lime 1/4 zip pullover.<br />&bull; Split pocket. <br />&bull; Thumb holes. <br />&bull; Machine wash/hang to dry.</p>",,1,1,"Taxable Goods","Not Visible Individually",51,,,,hyperion-elements-jacket-xs-green,,,,/m/j/mj02-green_main.jpg,,/m/j/mj02-green_main.jpg,,/m/j/mj02-green_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=0,required_options=0,size=XS,color=Green",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,,,,"/m/j/mj02-green_alt1.jpg,/m/j/mj02-green_back.jpg"
MJ02-XS-Orange,,Top,simple,"Default Category/Men/Tops/Jackets",base,"Hyperion Elements Jacket-XS-Orange","<p>Boldly face high winds, frigid temps and stormy weather the whole winter through in the Hyperion Elements Jacket. LumaTech&trade; insulating technology helps maintain your core temperature and wick sweat. The smooth shell is water repellent and quilted to retain body heat.</p>
<p>&bull; Lime 1/4 zip pullover.<br />&bull; Split pocket. <br />&bull; Thumb holes. <br />&bull; Machine wash/hang to dry.</p>",,1,1,"Taxable Goods","Not Visible Individually",51,,,,hyperion-elements-jacket-xs-orange,,,,/m/j/mj02-orange_main.jpg,,/m/j/mj02-orange_main.jpg,,/m/j/mj02-orange_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=0,required_options=0,size=XS,color=Orange",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,,,,
MJ02-XS-Red,,Top,simple,"Default Category/Men/Tops/Jackets",base,"Hyperion Elements Jacket-XS-Red","<p>Boldly face high winds, frigid temps and stormy weather the whole winter through in the Hyperion Elements Jacket. LumaTech&trade; insulating technology helps maintain your core temperature and wick sweat. The smooth shell is water repellent and quilted to retain body heat.</p>
<p>&bull; Lime 1/4 zip pullover.<br />&bull; Split pocket. <br />&bull; Thumb holes. <br />&bull; Machine wash/hang to dry.</p>",,1,1,"Taxable Goods","Not Visible Individually",51,,,,hyperion-elements-jacket-xs-red,,,,/m/j/mj02-red_main.jpg,,/m/j/mj02-red_main.jpg,,/m/j/mj02-red_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=0,required_options=0,size=XS,color=Red",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,,,,
MJ02-S-Green,,Top,simple,"Default Category/Men/Tops/Jackets",base,"Hyperion Elements Jacket-S-Green","<p>Boldly face high winds, frigid temps and stormy weather the whole winter through in the Hyperion Elements Jacket. LumaTech&trade; insulating technology helps maintain your core temperature and wick sweat. The smooth shell is water repellent and quilted to retain body heat.</p>
<p>&bull; Lime 1/4 zip pullover.<br />&bull; Split pocket. <br />&bull; Thumb holes. <br />&bull; Machine wash/hang to dry.</p>",,1,1,"Taxable Goods","Not Visible Individually",51,,,,hyperion-elements-jacket-s-green,,,,/m/j/mj02-green_main.jpg,,/m/j/mj02-green_main.jpg,,/m/j/mj02-green_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=0,required_options=0,size=S,color=Green",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,,,,"/m/j/mj02-green_alt1.jpg,/m/j/mj02-green_back.jpg"
MJ02-S-Orange,,Top,simple,"Default Category/Men/Tops/Jackets",base,"Hyperion Elements Jacket-S-Orange","<p>Boldly face high winds, frigid temps and stormy weather the whole winter through in the Hyperion Elements Jacket. LumaTech&trade; insulating technology helps maintain your core temperature and wick sweat. The smooth shell is water repellent and quilted to retain body heat.</p>
<p>&bull; Lime 1/4 zip pullover.<br />&bull; Split pocket. <br />&bull; Thumb holes. <br />&bull; Machine wash/hang to dry.</p>",,1,1,"Taxable Goods","Not Visible Individually",51,,,,hyperion-elements-jacket-s-orange,,,,/m/j/mj02-orange_main.jpg,,/m/j/mj02-orange_main.jpg,,/m/j/mj02-orange_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=0,required_options=0,size=S,color=Orange",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,,,,
MJ02-S-Red,,Top,simple,"Default Category/Men/Tops/Jackets",base,"Hyperion Elements Jacket-S-Red","<p>Boldly face high winds, frigid temps and stormy weather the whole winter through in the Hyperion Elements Jacket. LumaTech&trade; insulating technology helps maintain your core temperature and wick sweat. The smooth shell is water repellent and quilted to retain body heat.</p>
<p>&bull; Lime 1/4 zip pullover.<br />&bull; Split pocket. <br />&bull; Thumb holes. <br />&bull; Machine wash/hang to dry.</p>",,1,1,"Taxable Goods","Not Visible Individually",51,,,,hyperion-elements-jacket-s-red,,,,/m/j/mj02-red_main.jpg,,/m/j/mj02-red_main.jpg,,/m/j/mj02-red_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=0,required_options=0,size=S,color=Red",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,,,,
MJ02-M-Green,,Top,simple,"Default Category/Men/Tops/Jackets",base,"Hyperion Elements Jacket-M-Green","<p>Boldly face high winds, frigid temps and stormy weather the whole winter through in the Hyperion Elements Jacket. LumaTech&trade; insulating technology helps maintain your core temperature and wick sweat. The smooth shell is water repellent and quilted to retain body heat.</p>
<p>&bull; Lime 1/4 zip pullover.<br />&bull; Split pocket. <br />&bull; Thumb holes. <br />&bull; Machine wash/hang to dry.</p>",,1,1,"Taxable Goods","Not Visible Individually",51,,,,hyperion-elements-jacket-m-green,,,,/m/j/mj02-green_main.jpg,,/m/j/mj02-green_main.jpg,,/m/j/mj02-green_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=0,required_options=0,size=M,color=Green",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,,,,"/m/j/mj02-green_alt1.jpg,/m/j/mj02-green_back.jpg"
MJ02-M-Orange,,Top,simple,"Default Category/Men/Tops/Jackets",base,"Hyperion Elements Jacket-M-Orange","<p>Boldly face high winds, frigid temps and stormy weather the whole winter through in the Hyperion Elements Jacket. LumaTech&trade; insulating technology helps maintain your core temperature and wick sweat. The smooth shell is water repellent and quilted to retain body heat.</p>
<p>&bull; Lime 1/4 zip pullover.<br />&bull; Split pocket. <br />&bull; Thumb holes. <br />&bull; Machine wash/hang to dry.</p>",,1,1,"Taxable Goods","Not Visible Individually",51,,,,hyperion-elements-jacket-m-orange,,,,/m/j/mj02-orange_main.jpg,,/m/j/mj02-orange_main.jpg,,/m/j/mj02-orange_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=0,required_options=0,size=M,color=Orange",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,,,,
MJ02-M-Red,,Top,simple,"Default Category/Men/Tops/Jackets",base,"Hyperion Elements Jacket-M-Red","<p>Boldly face high winds, frigid temps and stormy weather the whole winter through in the Hyperion Elements Jacket. LumaTech&trade; insulating technology helps maintain your core temperature and wick sweat. The smooth shell is water repellent and quilted to retain body heat.</p>
<p>&bull; Lime 1/4 zip pullover.<br />&bull; Split pocket. <br />&bull; Thumb holes. <br />&bull; Machine wash/hang to dry.</p>",,1,1,"Taxable Goods","Not Visible Individually",51,,,,hyperion-elements-jacket-m-red,,,,/m/j/mj02-red_main.jpg,,/m/j/mj02-red_main.jpg,,/m/j/mj02-red_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=0,required_options=0,size=M,color=Red",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,,,,
MJ02-L-Green,,Top,simple,"Default Category/Men/Tops/Jackets",base,"Hyperion Elements Jacket-L-Green","<p>Boldly face high winds, frigid temps and stormy weather the whole winter through in the Hyperion Elements Jacket. LumaTech&trade; insulating technology helps maintain your core temperature and wick sweat. The smooth shell is water repellent and quilted to retain body heat.</p>
<p>&bull; Lime 1/4 zip pullover.<br />&bull; Split pocket. <br />&bull; Thumb holes. <br />&bull; Machine wash/hang to dry.</p>",,1,1,"Taxable Goods","Not Visible Individually",51,,,,hyperion-elements-jacket-l-green,,,,/m/j/mj02-green_main.jpg,,/m/j/mj02-green_main.jpg,,/m/j/mj02-green_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=0,required_options=0,size=L,color=Green",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,,,,"/m/j/mj02-green_alt1.jpg,/m/j/mj02-green_back.jpg"
