Code,Country,State,"Zip/Post Code",Rate,"Zip/Post is Range","Range From","Range To",default
US-IN-46039,US,IN,46039,7,,,,
US-IN-46040,US,IN,46040,7,,,,
US-IN-46041,US,IN,46041,7,,,,
US-IN-46044,US,IN,46044,7,,,,
US-IN-46045,US,IN,46045,7,,,,
US-IN-46047,US,IN,46047,7,,,,
US-IN-46048,US,IN,46048,7,,,,
US-IN-46049,US,IN,46049,7,,,,
US-IN-46050,US,IN,46050,7,,,,
US-IN-46051,US,IN,46051,7,,,,
US-IN-46052,US,IN,46052,7,,,,
US-IN-46055,US,IN,46055,7,,,,
US-IN-46056,US,IN,46056,7,,,,
US-IN-46057,US,IN,46057,7,,,,
US-IN-46058,US,IN,46058,7,,,,
US-IN-46060,US,IN,46060,7,,,,
US-IN-46061,US,IN,46061,7,,,,
US-IN-46062,US,IN,46062,7,,,,
US-IN-46063,US,IN,46063,7,,,,
US-IN-46064,US,IN,46064,7,,,,
US-IN-46065,US,IN,46065,7,,,,
US-IN-46067,US,IN,46067,7,,,,
US-IN-46068,US,IN,46068,7,,,,
US-IN-46069,US,IN,46069,7,,,,
US-IN-46070,US,IN,46070,7,,,,
US-IN-46071,US,IN,46071,7,,,,
US-IN-46072,US,IN,46072,7,,,,
US-IN-46074,US,IN,46074,7,,,,
US-IN-46075,US,IN,46075,7,,,,
US-IN-46076,US,IN,46076,7,,,,
US-IN-46077,US,IN,46077,7,,,,
US-IN-46082,US,IN,46082,7,,,,
US-IN-46085,US,IN,46085,7,,,,
US-IN-46102,US,IN,46102,7,,,,
US-IN-46103,US,IN,46103,7,,,,
US-IN-46104,US,IN,46104,7,,,,
US-IN-46105,US,IN,46105,7,,,,
US-IN-46106,US,IN,46106,7,,,,
US-IN-46107,US,IN,46107,7,,,,
US-IN-46110,US,IN,46110,7,,,,
US-IN-46111,US,IN,46111,7,,,,
US-IN-46112,US,IN,46112,7,,,,
US-IN-46113,US,IN,46113,7,,,,
US-IN-46115,US,IN,46115,7,,,,
US-IN-46117,US,IN,46117,7,,,,
US-IN-46118,US,IN,46118,7,,,,
US-IN-46120,US,IN,46120,7,,,,
US-IN-46121,US,IN,46121,7,,,,
US-IN-46122,US,IN,46122,7,,,,
US-IN-46123,US,IN,46123,7,,,,
US-IN-46124,US,IN,46124,7,,,,
US-IN-46125,US,IN,46125,7,,,,
US-IN-46126,US,IN,46126,7,,,,
US-IN-46127,US,IN,46127,7,,,,
US-IN-46128,US,IN,46128,7,,,,
US-IN-46129,US,IN,46129,7,,,,
US-IN-46130,US,IN,46130,7,,,,
US-IN-46131,US,IN,46131,7,,,,
US-IN-46133,US,IN,46133,7,,,,
US-IN-46135,US,IN,46135,7,,,,
US-IN-46140,US,IN,46140,7,,,,
US-IN-46142,US,IN,46142,7,,,,
US-IN-46143,US,IN,46143,7,,,,
US-IN-46144,US,IN,46144,7,,,,
US-IN-46146,US,IN,46146,7,,,,
US-IN-46147,US,IN,46147,7,,,,
US-IN-46148,US,IN,46148,7,,,,
US-IN-46149,US,IN,46149,7,,,,
US-IN-46150,US,IN,46150,7,,,,
US-IN-46151,US,IN,46151,7,,,,
US-IN-46154,US,IN,46154,7,,,,
US-IN-46155,US,IN,46155,7,,,,
US-IN-46156,US,IN,46156,7,,,,
US-IN-46157,US,IN,46157,7,,,,
US-IN-46158,US,IN,46158,7,,,,
US-IN-46160,US,IN,46160,7,,,,
US-IN-46161,US,IN,46161,7,,,,
US-IN-46162,US,IN,46162,7,,,,
US-IN-46163,US,IN,46163,7,,,,
US-IN-46164,US,IN,46164,7,,,,
US-IN-46165,US,IN,46165,7,,,,
US-IN-46166,US,IN,46166,7,,,,
US-IN-46167,US,IN,46167,7,,,,
US-IN-46168,US,IN,46168,7,,,,
US-IN-46170,US,IN,46170,7,,,,
US-IN-46171,US,IN,46171,7,,,,
US-IN-46172,US,IN,46172,7,,,,
US-IN-46173,US,IN,46173,7,,,,
US-IN-46175,US,IN,46175,7,,,,
US-IN-46176,US,IN,46176,7,,,,
US-IN-46180,US,IN,46180,7,,,,
US-IN-46181,US,IN,46181,7,,,,
US-IN-46182,US,IN,46182,7,,,,
US-IN-46183,US,IN,46183,7,,,,
US-IN-46184,US,IN,46184,7,,,,
US-IN-46186,US,IN,46186,7,,,,
US-IN-46197,US,IN,46197,7,,,,
US-IN-46201,US,IN,46201,7,,,,
US-IN-46202,US,IN,46202,7,,,,
US-IN-46203,US,IN,46203,7,,,,
US-IN-46204,US,IN,46204,7,,,,
US-IN-46205,US,IN,46205,7,,,,
US-IN-46206,US,IN,46206,7,,,,
US-IN-46207,US,IN,46207,7,,,,
US-IN-46208,US,IN,46208,7,,,,
US-IN-46209,US,IN,46209,7,,,,
US-IN-46211,US,IN,46211,7,,,,
US-IN-46213,US,IN,46213,7,,,,
US-IN-46214,US,IN,46214,7,,,,
US-IN-46216,US,IN,46216,7,,,,
US-IN-46217,US,IN,46217,7,,,,
US-IN-46218,US,IN,46218,7,,,,
US-IN-46219,US,IN,46219,7,,,,
US-IN-46220,US,IN,46220,7,,,,
US-IN-46221,US,IN,46221,7,,,,
US-IN-46222,US,IN,46222,7,,,,
US-IN-46224,US,IN,46224,7,,,,
US-IN-46225,US,IN,46225,7,,,,
US-IN-46226,US,IN,46226,7,,,,
US-IN-46227,US,IN,46227,7,,,,
US-IN-46228,US,IN,46228,7,,,,
US-IN-46229,US,IN,46229,7,,,,
US-IN-46230,US,IN,46230,7,,,,
US-IN-46231,US,IN,46231,7,,,,
US-IN-46234,US,IN,46234,7,,,,
US-IN-46235,US,IN,46235,7,,,,
US-IN-46236,US,IN,46236,7,,,,
US-IN-46237,US,IN,46237,7,,,,
US-IN-46239,US,IN,46239,7,,,,
US-IN-46240,US,IN,46240,7,,,,
US-IN-46241,US,IN,46241,7,,,,
US-IN-46242,US,IN,46242,7,,,,
US-IN-46244,US,IN,46244,7,,,,
US-IN-46247,US,IN,46247,7,,,,
US-IN-46249,US,IN,46249,7,,,,
US-IN-46250,US,IN,46250,7,,,,
US-IN-46251,US,IN,46251,7,,,,
US-IN-46253,US,IN,46253,7,,,,
US-IN-46254,US,IN,46254,7,,,,
US-IN-46255,US,IN,46255,7,,,,
US-IN-46256,US,IN,46256,7,,,,
US-IN-46259,US,IN,46259,7,,,,
US-IN-46260,US,IN,46260,7,,,,
US-IN-46262,US,IN,46262,7,,,,
US-IN-46266,US,IN,46266,7,,,,
US-IN-46268,US,IN,46268,7,,,,
US-IN-46274,US,IN,46274,7,,,,
US-IN-46275,US,IN,46275,7,,,,
US-IN-46277,US,IN,46277,7,,,,
US-IN-46278,US,IN,46278,7,,,,
US-IN-46280,US,IN,46280,7,,,,
US-IN-46282,US,IN,46282,7,,,,
US-IN-46283,US,IN,46283,7,,,,
US-IN-46285,US,IN,46285,7,,,,
US-IN-46290,US,IN,46290,7,,,,
US-IN-46291,US,IN,46291,7,,,,
US-IN-46295,US,IN,46295,7,,,,
US-IN-46296,US,IN,46296,7,,,,
US-IN-46298,US,IN,46298,7,,,,
US-IN-46301,US,IN,46301,7,,,,
US-IN-46302,US,IN,46302,7,,,,
US-IN-46303,US,IN,46303,7,,,,
US-IN-46304,US,IN,46304,7,,,,
US-IN-46307,US,IN,46307,7,,,,
US-IN-46308,US,IN,46308,7,,,,
US-IN-46310,US,IN,46310,7,,,,
US-IN-46311,US,IN,46311,7,,,,
US-IN-46312,US,IN,46312,7,,,,
US-IN-46319,US,IN,46319,7,,,,
US-IN-46320,US,IN,46320,7,,,,
US-IN-46321,US,IN,46321,7,,,,
US-IN-46322,US,IN,46322,7,,,,
US-IN-46323,US,IN,46323,7,,,,
US-IN-46324,US,IN,46324,7,,,,
US-IN-46325,US,IN,46325,7,,,,
US-IN-46327,US,IN,46327,7,,,,
US-IN-46340,US,IN,46340,7,,,,
US-IN-46341,US,IN,46341,7,,,,
US-IN-46342,US,IN,46342,7,,,,
US-IN-46345,US,IN,46345,7,,,,
US-IN-46346,US,IN,46346,7,,,,
US-IN-46347,US,IN,46347,7,,,,
US-IN-46348,US,IN,46348,7,,,,
US-IN-46349,US,IN,46349,7,,,,
US-IN-46350,US,IN,46350,7,,,,
US-IN-46352,US,IN,46352,7,,,,
US-IN-46355,US,IN,46355,7,,,,
US-IN-46356,US,IN,46356,7,,,,
US-IN-46360,US,IN,46360,7,,,,
US-IN-46361,US,IN,46361,7,,,,
US-IN-46365,US,IN,46365,7,,,,
US-IN-46366,US,IN,46366,7,,,,
US-IN-46368,US,IN,46368,7,,,,
US-IN-46371,US,IN,46371,7,,,,
US-IN-46372,US,IN,46372,7,,,,
US-IN-46373,US,IN,46373,7,,,,
US-IN-46374,US,IN,46374,7,,,,
US-IN-46375,US,IN,46375,7,,,,
US-IN-46376,US,IN,46376,7,,,,
US-IN-46377,US,IN,46377,7,,,,
US-IN-46379,US,IN,46379,7,,,,
US-IN-46380,US,IN,46380,7,,,,
US-IN-46381,US,IN,46381,7,,,,
US-IN-46382,US,IN,46382,7,,,,
US-IN-46383,US,IN,46383,7,,,,
US-IN-46384,US,IN,46384,7,,,,
US-IN-46385,US,IN,46385,7,,,,
US-IN-46390,US,IN,46390,7,,,,
US-IN-46391,US,IN,46391,7,,,,
US-IN-46392,US,IN,46392,7,,,,
US-IN-46393,US,IN,46393,7,,,,
US-IN-46394,US,IN,46394,7,,,,
US-IN-46401,US,IN,46401,7,,,,
US-IN-46402,US,IN,46402,7,,,,
US-IN-46403,US,IN,46403,7,,,,
US-IN-46404,US,IN,46404,7,,,,
US-IN-46405,US,IN,46405,7,,,,
US-IN-46406,US,IN,46406,7,,,,
US-IN-46407,US,IN,46407,7,,,,
US-IN-46408,US,IN,46408,7,,,,
US-IN-46409,US,IN,46409,7,,,,
US-IN-46410,US,IN,46410,7,,,,
US-IN-46411,US,IN,46411,7,,,,
US-IN-46501,US,IN,46501,7,,,,
US-IN-46502,US,IN,46502,7,,,,
US-IN-46504,US,IN,46504,7,,,,
US-IN-46506,US,IN,46506,7,,,,
US-IN-46507,US,IN,46507,7,,,,
US-IN-46508,US,IN,46508,7,,,,
US-IN-46510,US,IN,46510,7,,,,
US-IN-46511,US,IN,46511,7,,,,
US-IN-46513,US,IN,46513,7,,,,
US-IN-46514,US,IN,46514,7,,,,
US-IN-46515,US,IN,46515,7,,,,
US-IN-46516,US,IN,46516,7,,,,
US-IN-46517,US,IN,46517,7,,,,
US-IN-46524,US,IN,46524,7,,,,
US-IN-46526,US,IN,46526,7,,,,
US-IN-46527,US,IN,46527,7,,,,
US-IN-46528,US,IN,46528,7,,,,
US-IN-46530,US,IN,46530,7,,,,
US-IN-46531,US,IN,46531,7,,,,
US-IN-46532,US,IN,46532,7,,,,
US-IN-46534,US,IN,46534,7,,,,
US-IN-46536,US,IN,46536,7,,,,
US-IN-46537,US,IN,46537,7,,,,
US-IN-46538,US,IN,46538,7,,,,
US-IN-46539,US,IN,46539,7,,,,
US-IN-46540,US,IN,46540,7,,,,
US-IN-46542,US,IN,46542,7,,,,
US-IN-46543,US,IN,46543,7,,,,
US-IN-46544,US,IN,46544,7,,,,
US-IN-46545,US,IN,46545,7,,,,
US-IN-46546,US,IN,46546,7,,,,
US-IN-46550,US,IN,46550,7,,,,
US-IN-46552,US,IN,46552,7,,,,
US-IN-46553,US,IN,46553,7,,,,
US-IN-46554,US,IN,46554,7,,,,
US-IN-46555,US,IN,46555,7,,,,
US-IN-46556,US,IN,46556,7,,,,
US-IN-46561,US,IN,46561,7,,,,
US-IN-46562,US,IN,46562,7,,,,
US-IN-46563,US,IN,46563,7,,,,
US-IN-46565,US,IN,46565,7,,,,
US-IN-46567,US,IN,46567,7,,,,
US-IN-46570,US,IN,46570,7,,,,
US-IN-46571,US,IN,46571,7,,,,
US-IN-46572,US,IN,46572,7,,,,
US-IN-46573,US,IN,46573,7,,,,
US-IN-46574,US,IN,46574,7,,,,
US-IN-46580,US,IN,46580,7,,,,
US-IN-46581,US,IN,46581,7,,,,
US-IN-46582,US,IN,46582,7,,,,
US-IN-46590,US,IN,46590,7,,,,
US-IN-46595,US,IN,46595,7,,,,
US-IN-46601,US,IN,46601,7,,,,
US-IN-46613,US,IN,46613,7,,,,
US-IN-46614,US,IN,46614,7,,,,
US-IN-46615,US,IN,46615,7,,,,
US-IN-46616,US,IN,46616,7,,,,
US-IN-46617,US,IN,46617,7,,,,
US-IN-46619,US,IN,46619,7,,,,
US-IN-46624,US,IN,46624,7,,,,
US-IN-46626,US,IN,46626,7,,,,
US-IN-46628,US,IN,46628,7,,,,
US-IN-46634,US,IN,46634,7,,,,
US-IN-46635,US,IN,46635,7,,,,
US-IN-46637,US,IN,46637,7,,,,
US-IN-46660,US,IN,46660,7,,,,
US-IN-46680,US,IN,46680,7,,,,
US-IN-46699,US,IN,46699,7,,,,
US-IN-46701,US,IN,46701,7,,,,
US-IN-46702,US,IN,46702,7,,,,
US-IN-46703,US,IN,46703,7,,,,
US-IN-46704,US,IN,46704,7,,,,
US-IN-46705,US,IN,46705,7,,,,
US-IN-46706,US,IN,46706,7,,,,
US-IN-46710,US,IN,46710,7,,,,
US-IN-46711,US,IN,46711,7,,,,
US-IN-46713,US,IN,46713,7,,,,
US-IN-46714,US,IN,46714,7,,,,
US-IN-46721,US,IN,46721,7,,,,
US-IN-46723,US,IN,46723,7,,,,
US-IN-46725,US,IN,46725,7,,,,
US-IN-46730,US,IN,46730,7,,,,
US-IN-46731,US,IN,46731,7,,,,
US-IN-46732,US,IN,46732,7,,,,
US-IN-46733,US,IN,46733,7,,,,
US-IN-46737,US,IN,46737,7,,,,
US-IN-46738,US,IN,46738,7,,,,
US-IN-46740,US,IN,46740,7,,,,
US-IN-46741,US,IN,46741,7,,,,
US-IN-46742,US,IN,46742,7,,,,
US-IN-46743,US,IN,46743,7,,,,
US-IN-46745,US,IN,46745,7,,,,
US-IN-46746,US,IN,46746,7,,,,
US-IN-46747,US,IN,46747,7,,,,
US-IN-46748,US,IN,46748,7,,,,
US-IN-46750,US,IN,46750,7,,,,
US-IN-46755,US,IN,46755,7,,,,
US-IN-46759,US,IN,46759,7,,,,
US-IN-46760,US,IN,46760,7,,,,
US-IN-46761,US,IN,46761,7,,,,
US-IN-46763,US,IN,46763,7,,,,
US-IN-46764,US,IN,46764,7,,,,
US-IN-46765,US,IN,46765,7,,,,
US-IN-46766,US,IN,46766,7,,,,
US-IN-46767,US,IN,46767,7,,,,
US-IN-46769,US,IN,46769,7,,,,
US-IN-46770,US,IN,46770,7,,,,
US-IN-46771,US,IN,46771,7,,,,
US-IN-46772,US,IN,46772,7,,,,
US-IN-46773,US,IN,46773,7,,,,
US-IN-46774,US,IN,46774,7,,,,
US-IN-46776,US,IN,46776,7,,,,
US-IN-46777,US,IN,46777,7,,,,
US-IN-46778,US,IN,46778,7,,,,
US-IN-46779,US,IN,46779,7,,,,
US-IN-46780,US,IN,46780,7,,,,
US-IN-46781,US,IN,46781,7,,,,
US-IN-46782,US,IN,46782,7,,,,
US-IN-46783,US,IN,46783,7,,,,
US-IN-46784,US,IN,46784,7,,,,
US-IN-46785,US,IN,46785,7,,,,
US-IN-46786,US,IN,46786,7,,,,
US-IN-46787,US,IN,46787,7,,,,
US-IN-46788,US,IN,46788,7,,,,
US-IN-46789,US,IN,46789,7,,,,
US-IN-46791,US,IN,46791,7,,,,
US-IN-46792,US,IN,46792,7,,,,
US-IN-46793,US,IN,46793,7,,,,
US-IN-46794,US,IN,46794,7,,,,
US-IN-46795,US,IN,46795,7,,,,
US-IN-46796,US,IN,46796,7,,,,
US-IN-46797,US,IN,46797,7,,,,
US-IN-46798,US,IN,46798,7,,,,
US-IN-46799,US,IN,46799,7,,,,
US-IN-46801,US,IN,46801,7,,,,
US-IN-46802,US,IN,46802,7,,,,
US-IN-46803,US,IN,46803,7,,,,
US-IN-46804,US,IN,46804,7,,,,
US-IN-46805,US,IN,46805,7,,,,
US-IN-46806,US,IN,46806,7,,,,
US-IN-46807,US,IN,46807,7,,,,
US-IN-46808,US,IN,46808,7,,,,
US-IN-46809,US,IN,46809,7,,,,
US-IN-46814,US,IN,46814,7,,,,
US-IN-46815,US,IN,46815,7,,,,
US-IN-46816,US,IN,46816,7,,,,
US-IN-46818,US,IN,46818,7,,,,
US-IN-46819,US,IN,46819,7,,,,
US-IN-46825,US,IN,46825,7,,,,
US-IN-46835,US,IN,46835,7,,,,
US-IN-46845,US,IN,46845,7,,,,
US-IN-46850,US,IN,46850,7,,,,
US-IN-46851,US,IN,46851,7,,,,
US-IN-46852,US,IN,46852,7,,,,
US-IN-46853,US,IN,46853,7,,,,
US-IN-46854,US,IN,46854,7,,,,
US-IN-46855,US,IN,46855,7,,,,
US-IN-46856,US,IN,46856,7,,,,
US-IN-46857,US,IN,46857,7,,,,
US-IN-46858,US,IN,46858,7,,,,
US-IN-46859,US,IN,46859,7,,,,
US-IN-46860,US,IN,46860,7,,,,
US-IN-46861,US,IN,46861,7,,,,
US-IN-46862,US,IN,46862,7,,,,
US-IN-46863,US,IN,46863,7,,,,
US-IN-46864,US,IN,46864,7,,,,
US-IN-46865,US,IN,46865,7,,,,
US-IN-46866,US,IN,46866,7,,,,
US-IN-46867,US,IN,46867,7,,,,
US-IN-46868,US,IN,46868,7,,,,
US-IN-46869,US,IN,46869,7,,,,
US-IN-46885,US,IN,46885,7,,,,
US-IN-46895,US,IN,46895,7,,,,
US-IN-46896,US,IN,46896,7,,,,
US-IN-46897,US,IN,46897,7,,,,
US-IN-46898,US,IN,46898,7,,,,
US-IN-46899,US,IN,46899,7,,,,
US-IN-46901,US,IN,46901,7,,,,
US-IN-46902,US,IN,46902,7,,,,
US-IN-46903,US,IN,46903,7,,,,
US-IN-46904,US,IN,46904,7,,,,
US-IN-46910,US,IN,46910,7,,,,
US-IN-46911,US,IN,46911,7,,,,
US-IN-46912,US,IN,46912,7,,,,
US-IN-46913,US,IN,46913,7,,,,
US-IN-46914,US,IN,46914,7,,,,
US-IN-46915,US,IN,46915,7,,,,
US-IN-46916,US,IN,46916,7,,,,
US-IN-46917,US,IN,46917,7,,,,
US-IN-46919,US,IN,46919,7,,,,
US-IN-46920,US,IN,46920,7,,,,
US-IN-46921,US,IN,46921,7,,,,
US-IN-46922,US,IN,46922,7,,,,
US-IN-46923,US,IN,46923,7,,,,
US-IN-46926,US,IN,46926,7,,,,
US-IN-46928,US,IN,46928,7,,,,
US-IN-46929,US,IN,46929,7,,,,
US-IN-46930,US,IN,46930,7,,,,
US-IN-46931,US,IN,46931,7,,,,
US-IN-46932,US,IN,46932,7,,,,
US-IN-46933,US,IN,46933,7,,,,
US-IN-46935,US,IN,46935,7,,,,
US-IN-46936,US,IN,46936,7,,,,
US-IN-46937,US,IN,46937,7,,,,
US-IN-46938,US,IN,46938,7,,,,
US-IN-46939,US,IN,46939,7,,,,
US-IN-46940,US,IN,46940,7,,,,
US-IN-46941,US,IN,46941,7,,,,
US-IN-46942,US,IN,46942,7,,,,
US-IN-46943,US,IN,46943,7,,,,
US-IN-46945,US,IN,46945,7,,,,
US-IN-46946,US,IN,46946,7,,,,
US-IN-46947,US,IN,46947,7,,,,
US-IN-46950,US,IN,46950,7,,,,
US-IN-46951,US,IN,46951,7,,,,
US-IN-46952,US,IN,46952,7,,,,
US-IN-46953,US,IN,46953,7,,,,
US-IN-46957,US,IN,46957,7,,,,
US-IN-46958,US,IN,46958,7,,,,
US-IN-46959,US,IN,46959,7,,,,
US-IN-46960,US,IN,46960,7,,,,
US-IN-46961,US,IN,46961,7,,,,
US-IN-46962,US,IN,46962,7,,,,
US-IN-46965,US,IN,46965,7,,,,
US-IN-46967,US,IN,46967,7,,,,
US-IN-46968,US,IN,46968,7,,,,
US-IN-46970,US,IN,46970,7,,,,
US-IN-46971,US,IN,46971,7,,,,
US-IN-46974,US,IN,46974,7,,,,
US-IN-46975,US,IN,46975,7,,,,
US-IN-46977,US,IN,46977,7,,,,
US-IN-46978,US,IN,46978,7,,,,
US-IN-46979,US,IN,46979,7,,,,
US-IN-46980,US,IN,46980,7,,,,
US-IN-46982,US,IN,46982,7,,,,
US-IN-46984,US,IN,46984,7,,,,
US-IN-46985,US,IN,46985,7,,,,
US-IN-46986,US,IN,46986,7,,,,
US-IN-46987,US,IN,46987,7,,,,
US-IN-46988,US,IN,46988,7,,,,
US-IN-46989,US,IN,46989,7,,,,
US-IN-46990,US,IN,46990,7,,,,
US-IN-46991,US,IN,46991,7,,,,
US-IN-46992,US,IN,46992,7,,,,
US-IN-46994,US,IN,46994,7,,,,
US-IN-46995,US,IN,46995,7,,,,
US-IN-46996,US,IN,46996,7,,,,
US-IN-46998,US,IN,46998,7,,,,
US-IN-47001,US,IN,47001,7,,,,
US-IN-47003,US,IN,47003,7,,,,
US-IN-47006,US,IN,47006,7,,,,
US-IN-47010,US,IN,47010,7,,,,
US-IN-47011,US,IN,47011,7,,,,
US-IN-47012,US,IN,47012,7,,,,
US-IN-47016,US,IN,47016,7,,,,
US-IN-47017,US,IN,47017,7,,,,
US-IN-47018,US,IN,47018,7,,,,
US-IN-47019,US,IN,47019,7,,,,
US-IN-47020,US,IN,47020,7,,,,
US-IN-47021,US,IN,47021,7,,,,
US-IN-47022,US,IN,47022,7,,,,
US-IN-47023,US,IN,47023,7,,,,
US-IN-47024,US,IN,47024,7,,,,
US-IN-47025,US,IN,47025,7,,,,
US-IN-47030,US,IN,47030,7,,,,
US-IN-47031,US,IN,47031,7,,,,
US-IN-47032,US,IN,47032,7,,,,
US-IN-47033,US,IN,47033,7,,,,
US-IN-47034,US,IN,47034,7,,,,
US-IN-47035,US,IN,47035,7,,,,
US-IN-47036,US,IN,47036,7,,,,
US-IN-47037,US,IN,47037,7,,,,
US-IN-47038,US,IN,47038,7,,,,
US-IN-47039,US,IN,47039,7,,,,
US-IN-47040,US,IN,47040,7,,,,
US-IN-47041,US,IN,47041,7,,,,
US-IN-47042,US,IN,47042,7,,,,
US-IN-47043,US,IN,47043,7,,,,
US-IN-47060,US,IN,47060,7,,,,
US-IN-47102,US,IN,47102,7,,,,
US-IN-47104,US,IN,47104,7,,,,
US-IN-47106,US,IN,47106,7,,,,
US-IN-47107,US,IN,47107,7,,,,
US-IN-47108,US,IN,47108,7,,,,
US-IN-47110,US,IN,47110,7,,,,
US-IN-47111,US,IN,47111,7,,,,
US-IN-47112,US,IN,47112,7,,,,
US-IN-47114,US,IN,47114,7,,,,
US-IN-47115,US,IN,47115,7,,,,
US-IN-47116,US,IN,47116,7,,,,
US-IN-47117,US,IN,47117,7,,,,
US-IN-47118,US,IN,47118,7,,,,
US-IN-47119,US,IN,47119,7,,,,
US-IN-47120,US,IN,47120,7,,,,
US-IN-47122,US,IN,47122,7,,,,
US-IN-47123,US,IN,47123,7,,,,
US-IN-47124,US,IN,47124,7,,,,
US-IN-47125,US,IN,47125,7,,,,
US-IN-47126,US,IN,47126,7,,,,
US-IN-47129,US,IN,47129,7,,,,
US-IN-47130,US,IN,47130,7,,,,
US-IN-47131,US,IN,47131,7,,,,
US-IN-47132,US,IN,47132,7,,,,
US-IN-47133,US,IN,47133,7,,,,
US-IN-47134,US,IN,47134,7,,,,
US-IN-47135,US,IN,47135,7,,,,
US-IN-47136,US,IN,47136,7,,,,
US-IN-47137,US,IN,47137,7,,,,
US-IN-47138,US,IN,47138,7,,,,
US-IN-47140,US,IN,47140,7,,,,
US-IN-47141,US,IN,47141,7,,,,
US-IN-47142,US,IN,47142,7,,,,
US-IN-47143,US,IN,47143,7,,,,
US-IN-47144,US,IN,47144,7,,,,
US-IN-47145,US,IN,47145,7,,,,
US-IN-47146,US,IN,47146,7,,,,
US-IN-47147,US,IN,47147,7,,,,
US-IN-47150,US,IN,47150,7,,,,
US-IN-47151,US,IN,47151,7,,,,
US-IN-47160,US,IN,47160,7,,,,
US-IN-47161,US,IN,47161,7,,,,
US-IN-47162,US,IN,47162,7,,,,
US-IN-47163,US,IN,47163,7,,,,
US-IN-47164,US,IN,47164,7,,,,
US-IN-47165,US,IN,47165,7,,,,
US-IN-47166,US,IN,47166,7,,,,
US-IN-47167,US,IN,47167,7,,,,
US-IN-47170,US,IN,47170,7,,,,
US-IN-47172,US,IN,47172,7,,,,
US-IN-47174,US,IN,47174,7,,,,
US-IN-47175,US,IN,47175,7,,,,
US-IN-47177,US,IN,47177,7,,,,
US-IN-47190,US,IN,47190,7,,,,
US-IN-47199,US,IN,47199,7,,,,
US-IN-47201,US,IN,47201,7,,,,
US-IN-47202,US,IN,47202,7,,,,
US-IN-47203,US,IN,47203,7,,,,
US-IN-47220,US,IN,47220,7,,,,
US-IN-47223,US,IN,47223,7,,,,
US-IN-47224,US,IN,47224,7,,,,
US-IN-47225,US,IN,47225,7,,,,
US-IN-47226,US,IN,47226,7,,,,
US-IN-47227,US,IN,47227,7,,,,
US-IN-47228,US,IN,47228,7,,,,
US-IN-47229,US,IN,47229,7,,,,
US-IN-47230,US,IN,47230,7,,,,
US-IN-47231,US,IN,47231,7,,,,
US-IN-47232,US,IN,47232,7,,,,
US-IN-47234,US,IN,47234,7,,,,
US-IN-47235,US,IN,47235,7,,,,
US-IN-47236,US,IN,47236,7,,,,
US-IN-47240,US,IN,47240,7,,,,
US-IN-47243,US,IN,47243,7,,,,
US-IN-47244,US,IN,47244,7,,,,
US-IN-47245,US,IN,47245,7,,,,
US-IN-47246,US,IN,47246,7,,,,
US-IN-47247,US,IN,47247,7,,,,
US-IN-47249,US,IN,47249,7,,,,
US-IN-47250,US,IN,47250,7,,,,
US-IN-47260,US,IN,47260,7,,,,
US-IN-47261,US,IN,47261,7,,,,
US-IN-47263,US,IN,47263,7,,,,
US-IN-47264,US,IN,47264,7,,,,
US-IN-47265,US,IN,47265,7,,,,
US-IN-47270,US,IN,47270,7,,,,
US-IN-47272,US,IN,47272,7,,,,
US-IN-47273,US,IN,47273,7,,,,
US-IN-47274,US,IN,47274,7,,,,
US-IN-47280,US,IN,47280,7,,,,
US-IN-47281,US,IN,47281,7,,,,
US-IN-47282,US,IN,47282,7,,,,
US-IN-47283,US,IN,47283,7,,,,
US-IN-47302,US,IN,47302,7,,,,
US-IN-47303,US,IN,47303,7,,,,
US-IN-47304,US,IN,47304,7,,,,
US-IN-47305,US,IN,47305,7,,,,
US-IN-47306,US,IN,47306,7,,,,
US-IN-47307,US,IN,47307,7,,,,
US-IN-47308,US,IN,47308,7,,,,
US-IN-47320,US,IN,47320,7,,,,
US-IN-47322,US,IN,47322,7,,,,
US-IN-47324,US,IN,47324,7,,,,
US-IN-47325,US,IN,47325,7,,,,
US-IN-47326,US,IN,47326,7,,,,
US-IN-47327,US,IN,47327,7,,,,
US-IN-47330,US,IN,47330,7,,,,
US-IN-47331,US,IN,47331,7,,,,
US-IN-47334,US,IN,47334,7,,,,
US-IN-47335,US,IN,47335,7,,,,
US-IN-47336,US,IN,47336,7,,,,
US-IN-47337,US,IN,47337,7,,,,
US-IN-47338,US,IN,47338,7,,,,
US-IN-47339,US,IN,47339,7,,,,
US-IN-47340,US,IN,47340,7,,,,
US-IN-47341,US,IN,47341,7,,,,
US-IN-47342,US,IN,47342,7,,,,
US-IN-47344,US,IN,47344,7,,,,
US-IN-47345,US,IN,47345,7,,,,
US-IN-47346,US,IN,47346,7,,,,
US-IN-47348,US,IN,47348,7,,,,
US-IN-47351,US,IN,47351,7,,,,
US-IN-47352,US,IN,47352,7,,,,
US-IN-47353,US,IN,47353,7,,,,
US-IN-47354,US,IN,47354,7,,,,
US-IN-47355,US,IN,47355,7,,,,
US-IN-47356,US,IN,47356,7,,,,
US-IN-47357,US,IN,47357,7,,,,
US-IN-47358,US,IN,47358,7,,,,
US-IN-47359,US,IN,47359,7,,,,
US-IN-47360,US,IN,47360,7,,,,
US-IN-47361,US,IN,47361,7,,,,
