sku,rating_code,rating_value,title,review,reviewer,email
24-WG09,Rating,4,"Has been through quite a few adventures ","Has been through quite a few adventures and vacations with me and still looks and runs great. That includes plenty of trips to water parks with the kids! ",Joette,
WH01,Rating,3,"Rides up during workouts","Rides up a bit during workouts but otherwise it's pretty comfy! I like the hood.",Gala,
WH01,Rating,5,"Great for cooler runs. ","Great for cooler runs. ",Shonta,
WH01,Rating,5,"I literally wear this everywhere","I literally wear this everywhere even out to dinner!",Kathrine,
WH02,Rating,5,"I can't get enough of this hoodie","I can't get enough of this hoodie. It's so comfortable, I hate taking it off! I'm buying it in more colors now so that I can wear it more without people realizing that I wear the same thing every day ;)",Olene,
WH02,Rating,1,"Not really flattering","Not really flattering for my body type",Scarlet,
WH02,Rating,4,"Softest hoodie ever","This hoodie may be the softest thing I've ever touched! It's so perfect for curling up on a chilly day. I wore it hiking on a really cold day last November and it kept me really warm. My only issue is that it's kind of plain and unflattering. I would love to wear it all the time but it makes me look a little frumpy. Luma, I need this fabric with a more stylish design!",Martina,
WH03,Rating,4,"The fabric stains easily","The fabric stains easily but otherwise I'm a big fan. I don't usually like to wear pullovers but the zipper makes it easy to get on and off.",Elly,
WH03,Rating,3,"I wear it to class","I usually just wear it to class but it's definitely comfortable and light enough that you could work out in it.",Temeka,
WH03,Rating,2,"Zipper is goofy","Honestly this hoodie is okay but I do not get thezipper. Why not just make a full length zipper? I would rather have no zipper.",Julieann,
WH04,Rating,2,"Needs long sleeves please","The fleece fabric is really nice, but I hate the short-sleeve design. Can you please make this with long sleeves? It'll keep me warmer!",Louisa,
WH04,Rating,4,"My favorite hoodie","This is definitely my favorite hoodie in my closet. I wouldn't wear it if it was freezing out, but it's a great extra layer on normal mornings.",Joelle,
WH04,Rating,3,"Not very stylish","It's kinda average and I don't know if I would get it again. With the right color combination, it might look ok, but the combo I have and the short sleeve style doesn't make it very stylish.",Jonna,
WH05,Rating,4,"Kept me warm","So I borrowed this from my mom and I have to say It's not my style but I was super cold and it did the job. ",Jeanelle,
WH05,Rating,4,"Great value","The sleeves are definitely thicker than you realize, which is a good thing! The photo is a little misleading because it makes the hoodie look thin but it's really quite substantial! Great value. ",Oma,
WH05,Rating,4,"Best hoodies I've owned.","im planning on buying another one of these in another color. the best hoodie ive ever owned.",Beatris,
WH06,Rating,4,"Love it!","Walking our St. Benard is pretty serious exercise - you WILL sweat trying to keep up with him. This hoodie keeps me just warm enough and doesn't get bogged down with sweat. Love it! ",Georgeann,
WH06,Rating,4,"Fall weather jogs or walks","Perfect for fall weather jogs or walks on cool evenings. The sweat-wicking fabric works wonders, keeps the hoodie dry after you've cooled down so you're not cold and wet (which I can't stand).",Stefany,
WJ01,Rating,3,"Soft but not wrm","Definitely not as warm as I hoped, but its super soft. I'll wear it when I need another layer.",Lilliam,
WJ01,Rating,4,"Ultra comfy","This is my go-to jacket when I'm running in the morning. It keeps me warm and is ultra comfy.",Sadye,
WJ01,Rating,3,"Pocket too small for mp3","The mp3 pocket barely fits my device. I was hoping for a slightly larger pocket.",Rolande,
WJ02,Rating,5,"Fitted, awesome","Can I please wear this every day?! Would that be weird? It's fitted, which is awesome because I hate frumpy sweatshirts. And the fleece is a dream!",Elvina,
WJ02,Rating,2,"Shrinks a lot","Mine shrunk to! :( I gave it to my little sister.",Alesha,
WJ02,Rating,3,"Shrunk right away!","So annoyed! I loved this, but then it shrunk after I washed it once! It's adorable but now the sleeves are too short. Returning. :(",Tennille,
WJ02,Rating,4,"my new fave zip up","OMG, I've found my new fave zip up!! I live in this thing! I'm just mad their arent more colors.",Lakeesha,
WJ03,Rating,5,"Only shirt I wear anywmore","I wear this to class so often, my friend asked me if I actually own any other shirts!",Charlyn,
WJ03,Rating,5,"it's so light and really long!","it's so light and really long! I wear it with jeans, yoga pants, whatever!",Regenia,
WJ03,Rating,3,"Wish I'd bought the tshirt","Love the material, but the hood kind of flops around. I should have bought the t-shirt instead of the hoodie.",Juliette,
WJ04,Rating,5,"Fleece inside, sweater outside","I love wearing fleece, but I hate how it pills and picks up fluff and cat hair. This hoodie is perfect, because it's a fleece on the inside and a sweater on the outside. I wear it around the house all the time in the winter.",Anamaria,
WJ04,Rating,4,"Great for hiking and camping","Great hoodie for hiking and camping in the fall. I really wish the pockets were bigger, though, I can't get my hands in them when I'm wearing gloves.",Tiffiny,
WJ05,Rating,4,"Super warm.","Super warm. My mom bought this for me for when I have to go watch my stupid brother play middle school football in 30 degree weather.",Cara,
WJ05,Rating,4,"This is REALLY comfortable!","This is REALLY comfortable! It's a little too bulky to run or bike in, but for cold-weather hikes it's awesome.",Nadene,
WJ05,Rating,5,"Thumb holes rock!","Thumb holes rock!",Tawny,
WJ06,Rating,3,"REALLY lightweight.","OK this jacket is REALLY lightweight. But if it's really cold, you have to wear it with baselayers or you'll freeze. It's a good buy, but be prepared!",Illa,
WJ06,Rating,5,"Nice for skiing","Looks good and feels good. It's nice for skiing because it blocks the wind and keeps you warm, but doesn't get too hot after you start sweating.",Ela,
WJ06,Rating,5,"Most comfortable jacket","I have never worn such a comfortable jacket!!!  It's really thin and moves well with your body, I have no idea how it manages to keep you so warm. And if you'll be in really cold weather, you can easily add some extra layers underneath and still be comfortable.",Kecia,
WJ07,Rating,3,"a little short for me","It's a little short for my loooooooooooooong torso, but it's still comfy and cute. Good for short runs.",Johna,
WJ07,Rating,2,"Square shape","Makes me look like a square. Literally, like a square shape.",Jessi,
WJ07,Rating,5,"This is my go-to jacket","This is my go-to jacket when I'm running in the rain or cold! It's warm but lightweight, totally waterproof, and I love the colors!",Kellye,
WJ08,Rating,5,"I wear this pretty much every day!","I wear this pretty much every day! The material is really soft and it goes with everything!",Marvella,
WJ08,Rating,1,"Horrible unflatterung design","It's called not making clothes that are boxy and unflattering. Heard of it?",May,
WJ09,Rating,4,"The actual color is brighter","The actual color is brighter than it looks in the photo, but thats why I like it for jogging in the neighborhood at night ",Chasidy,
WJ09,Rating,4,"Big back pocket","my fave part is the back pocket. I needed a place to keep my cell phone safe when I run",Wava,
WJ09,Rating,5,"Everyone loves this jacket on me","I got this jacket for tennis practice since its in my schools color and everyone on the team loves it!!",Kristyn,
WJ10,Rating,3,"Rain proof?","I don't know if this jacket would be good for a whole day outside in the snow. It says waterproof but mine got pretty soaked one day when it was raining. ",Janna,
WJ10,Rating,3,Overheated,"I agree with that other reviewer. I get very overheated while wearing this jacket while shoveling snow. ",Venetta,
WJ10,Rating,3,"Great colors!","I'm into the colors cause they're great for night skiing-but I overheated really fast in this jacket",Demetrice,
WJ11,Rating,5,"This is the most dependable piece I own.","This is the most dependable piece I own. You'll rarely me without this on. (except in the summer)",Mathilde,
WJ11,Rating,3,"Not for cold weather","This really doesn't deliver on the insulating part. I can't say I would throw this on in really chilly temperatures-need a coat.",Eda,
WJ11,Rating,5,"Perfect, perfect, perfect in every way. ","Perfect, perfect, perfect in every way. I love the quilting and it keeps me toasty warm.",Denyse,
WP01,Rating,4,"Awesome bottoms ","Awesome bottoms for working out or just relaxing at the house.",Ashlee,
WP01,Rating,4,"Great for yoga","I'm not a fan of really tight or compressed pants so I love these for my yoga classes (not so much for hot yoga, though). ",Nyla,
WP02,Rating,5,"Yoga is for hippees","I bought these to hang out in not for yoga. yoga is for hippees!",Judith,
WP02,Rating,4,"I can't stop lookin in the mirror! ","I can't stop lookin in the mirror! ",Isadora,
WP02,Rating,5,"Want more colors","Guys. I have like 10 pairs of these cause they're so comfy, natch! Please make more colors!",Isela,
WP03,Rating,5,"I have 5 pairs","I literally have about 5 pairs of these in my drawer. I don't just wear them to yoga though. Oh no! I wear them on a normal Saturday around town. Love them!",Dannielle,
WP03,Rating,4,"These pants move so well!","These pants move so well! They provide nice coverage so when I'm in Downward Dog, I don't have to worry. I don't know about this Cooltech technology though. I sweat in them, so they definitely don't keep me dry. They're pretty warm!",Deloise,
WP03,Rating,1,"Seams separated righth away","I wear them once and the seams started to separate! Not constructed well at all. With the kazillion other yoga pants out there, there's no excuse for this!",Rosann,
WP04,Rating,4,"high waistband, no muffin top!","Love the cut and the high waistband. Bye bye, muffin top!",Lily,
WP04,Rating,5,Relaxing,"My favorite part of the day is when I get to come home, take my work pants off and slip these on. Sooo soft and perfect for relaxing.",Brittany,
WP04,Rating,5,"LOVE, LOVE, LOVE.  ","LOVE, LOVE, LOVE. They are so comfy and good for anything. I have two toddlers, so I rarely get a chance to finish my morning stretches and yoga, let alone get changed afterward before I get interrupted by my kids. Sometimes I will be making lunch and realize that I'm still wearing these! They're so comfy and good for anything. It's nice to know that if I need to run out on a quick errand, I won't look like a total bum even if I forgot to change.",Brittni,
WP04,Rating,2,"NOT flattering.","NOT flattering. My boyfriend bought me these cuz he loves the way yoga pants look. I wore them once and he said I should return them then we broke up :(",Pamela,
WP05,Rating,3,"These are soft and stretchy","These are soft and stretchy enough but don't draw sweat away. ",Tarra,
WP05,Rating,3,"I bought these for yoga","I bought these for yoga but they make better pajama bottoms. I like a tighter fit for yoga.",Lue,
WP06,Rating,3,"These pants are so cute!","These pants are so cute! I like them better for lounging than exercising, though. The material gets a little too hot when I'm working out.",Mavis,
WP06,Rating,2,"good for PJs but that's about it","good for PJs but that's about it",Kemberly,
WP06,Rating,5,"These are my favorite pants. ","These are my favorite pants. Super cute and soooo comfy.",Tashina,
WS01,Rating,5,"Soooooooooooooo light!","Soooooooooooooo light!",Beverlee,
WS01,Rating,4,Cute.,Cute.,Latarsha,
WS01,Rating,4,"I really dig this shirt for races","I really dig this shirt for races, it makes me feel like I'm flying.",Lorena,
WS02,Rating,4,"This shirt is decent for running","This shirt is pretty good! I'm a long distance runner and it keeps me pretty comfortable, although these companies always act like their shirts are magical and really it's just pretty basic stuff. Still it's a decent shirt and I would recommend it. Just don't expect it to change your life.",Allyson,
WS02,Rating,3,"Wish it was longer","fits kind of awkward wish it was longer",Chloe,
WS02,Rating,4,"Fits my large head TG","So I have a really large head and I love this shirt bc the neckline is so stretchy! Honestly I have gotten stuck in other running shirts with the really small collar hahahahaha so embarrassing!!! !!",Hsiu,
WS03,Rating,5,"Flatters my big build","I have broad, strong shoulders and this top is one of the very few that flatters my build. 5 stars for sure!",Annamaria,
WS03,Rating,2,"Fits my fiancee better","My fiance accidentally put this on when he was getting dressed and it fit him better than it fits me?? ",Lang,
WS03,Rating,3,"Fabric is great for sport","I do think the fabric is great for sports but the cut and style are weeeird.",Becki,
WS03,Rating,2,"Doesn't help my figure one bit","The contored design is NOT really contored. I rarely wear this top out because it doesn't do anything for my figure.",Hellen,
WS04,Rating,2,"What's with the sleeve cut?","What's with the sleeve cut? I don't even have linebacker shoulders but I feel like the sleeves are cutting off circulation to my arms!",Pearle,
WS04,Rating,4,"Light, comfy","Light, comfy, does a good job shedding sweat.",Slyvia,
WS05,Rating,4,"Light but tight","This shirt is very light but a TIGHT fit! Almost compression-tight.",Nell,
WS05,Rating,5,"Looks and feels aweseom ","Really like the seams. Looks and feels awesome!",Skye,
WS05,Rating,2,"Really close-fitting. Do not love.","Really close-fitting. Do not love.",Amberly,
WS07,Rating,2,"Not at all soft","There's a ton of other t-shirts I'd choose over this one. It's not soft at all and the fabric feels like sandpaper next to my skin-was really hoping for better.",Ashli,
WS07,Rating,4,"This T is a no brainer-solid color","This T is a no brainer-solid color, pairs with everything, and keeps me cool. What more could I want during my run?",Ruth,
WS08,Rating,4,"Thank you! ","Thank you! I'm so sick of inappropriate workout clothes. This is exactly what I was looking for. Cover yourselves up, ladies!",Sonja,
WS08,Rating,1,"Um, NOT flattering at ALL.","Um, NOT flattering at ALL. Too tight and short.",Candie,
WS08,Rating,2,"Like the color .sleeves were too tight. ","Like the color .sleeves were too tight. felt constricted.",Elmira,
WS09,Rating,4,"Sooooooooooo soft! ","Sooooooooooo soft! Nice and long too.",Nyla,
WS09,Rating,3,"Cute, comfy. ","Cute, comfy. A little overpriced though.",Hollie,
WS09,Rating,4,"I love that it's so lightweight. ","I love that it's so lightweight. I can wear it under jackets and vests without feeling like a stuffed sausage.",Celestine,
WS10,Rating,5,"who doesn't love a racerback, amiright?!","who doesn't love a racerback, amiright?!",Irma,
WS10,Rating,4,"I where this AAALLLLL the time","I where this AAALLLLL the time to workout! Its so comfy and cute! I just wish it was a little longer.",Gidget,
WS10,Rating,3,"soft but a little tight","soft but a little tight for my liking.",Tatiana,
WS11,Rating,3,"Love the fabric, but it's huge!","Love the fabric, but it's huge! I look like a homeless person in it.",Maisie,
WS11,Rating,5,Soft,"seriously, I can't get over how soft this tank top is. Do you have anything else made with it?",Karine,
WS11,Rating,5,"omg I love this tank top, it's perfect","omg I love this tank top, it's perfect for running and yoga. The fabric is so soft and stretchy!",Bree,
WS12,Rating,3,"cool and dry","What I rally love here is that it does the job of keeping me cool and dry.  I'm a big guy and sweat A LOT! Even after a day of gulf, I'm still dry and comfortable. The problem is that the sleeves are very tight - actually bought a second shirt because i split the armpit/sleeve area of the first. Do yourself a favor and order a size bigger.  ",Lakeisha,
WS12,Rating,2,"Not great","Not great - buttons are too small and hurt my fingers trying to button it. I've seen better designs...",Collette,
WS12,Rating,4,"What a versatile shirt!","What a versatile shirt! Not only does it feel very soft compared to my old worn out polos, but it also does the job promised. I like going out after my gamefor drinks so I look good then too and don't need to change into something fresh. ",Adaline,
WSH01,Rating,4,"So comfortable I almost feel barefoot. T","So comfortable I almost feel barefoot. The treads on these is so intricate and deep, so they can be hard to clean. ",Karisa,
WSH01,Rating,3,"On the plus side, the perforated cushion","On the plus side, the perforated cushioning  is really soft and reduces friction. However, they seem to absorb sweat and don't dry very quickly, which causes a lot of odor. ",Evelyn,
WSH01,Rating,2,"I threw them out when the mushy lining s","I threw them out when the mushy lining started to ooze. ",Markita,
WSH02,Rating,5,"Beyond perfection! I always get tons of ","Beyond perfection! I always get tons of compliments when I wear these out.",Manuela,
WSH02,Rating,5,"These look awesome with EVERYTHING! Hone","These look awesome with EVERYTHING! Honestly, there's nothing you can wear that won't look perfect with these. Preppy and retro! Love them!",Gwen,
WSH02,Rating,2,"The suede upper makes these pretty hard ","The suede upper makes these pretty hard to wear if its raining outside! The sneaker designers really weren't thinking on this one. Cute design though!",Jovan,
WSH03,Rating,5,"Love a preppy sneaker! These are still a","Love a preppy sneaker! These are still adorable but not as casual as running shoes! Love them!",Shellie,
WSH03,Rating,4,"These are my favorite new pair of sneake","These are my favorite new pair of sneakers! I just hate that they get dirty really fast.",Dena,
WSH04,Rating,4,"Have had these for quite a while and the","Have had these for quite a while and they're still my go-to pair for every morning jog. Really hold up well and still feel good.",Evalyn,
WSH04,Rating,4,"Really comfy and awesome for running or ","Really comfy and awesome for running or checking out trails at the park. ",Adele,
WSH05,Rating,2,"Velcro straps?? Are you kidding me? Am I","Velcro straps?? Are you kidding me? Am I two years old? The bottom is cool though!",Star,
WSH05,Rating,4,"Cool-looking kicks! I'd wear them anywhe","Cool-looking kicks! I'd wear them anywhere not just the gym or running. They'll look great with everything!",Nikki,
WSH05,Rating,5,"I absolutely love these trainers. I can ","I absolutely love these trainers. I can get on the gym floor so quick becuz i don't have to tie any annoying ties.",Rosy,
WSH06,Rating,3,"Don't like the strap on top; gets too lo","Don't like the strap on top; gets too loose sometimes",Aleen,
WSH06,Rating,4,"Love the no laces and they feel really g","Love the no laces and they feel really good- wear em all the time!",Dannette,
WSH07,Rating,5,"I love these for when I walk the boardwa","I love these for when I walk the boardwalk with my grandaughter. They seem pretty hip and I got lots of compliments on them from the ladies at the bingo night",Lita,
WSH07,Rating,2,"These looked really ugly on my feet when","These looked really ugly on my feet when I got them. The picture online is much more flattering than the reality. I'm bummed. ",Joyce,
WSH07,Rating,3,"I can appreciate the concept, but I thin","I can appreciate the concept, but I think I'll be going back to regular laced sneakers from now on, they just didn't seem to fit my feet as well I guess because my feet are so narrow. People with narrow feet shouldn't buy these!",Gertrud,
WSH08,Rating,5,"I couldn't live without these. I wear th","I couldn't live without these. I wear them everywhere, not just running. They feel like I don't have anything on my feet, and their so, so comfortble.",Leonia,
WSH08,Rating,4,"These are really well made and so lightw","These are really well made and so lightweight. I'll definitely be buying more of these.",Nadene,
WSH08,Rating,5,"Want these in every single color Luma ma","Want these in every single color Luma makes! I am the first to say that I'm a couch potatoe, I don't run at all. I wear these to the mall for shopping instead. :)",Min,
WSH09,Rating,1,"Ummm, fashion? If you say so. They're co","Ummm, fashion? If you say so. They're comfy and all, but these shoes are hideous.",Katy,
WSH09,Rating,4,"Cute and comfortable definitely. The ela","Cute and comfortable definitely. The elastic streteched out a bit too much but I still wear them.",Laurice,
WSH09,Rating,5,"Love love LOVE!!!  I can't get enough of ","Love love LOVE!!!  I can't get enough of these shoes. They are SUPER comfy and go with everything!",Kara,
WSH10,Rating,4,"It was really hard to find the right siz","It was really hard to find the right size for these. I had to send them back 3 times before I got a pair that fit. Really aggravating!!!  I ended up having to get two sizes larger than I usually wear and a wide, which I've never worn before in my life. Sizing is messed up do yourself a favor, go to the store and try them on.",Angeline,
WSH10,Rating,5,"VERY LIGHTWEIGHT COMFY-GOOD SHOES","VERY LIGHTWEIGHT COMFY-GOOD SHOES",Marita,
WSH10,Rating,3,"Wore these for a year and they started f","Wore these for a year and they started falling apart. For the price I guess I'll just get another pair cuz I do like them. But I think a shoe should last longer. It's not like I can take my sneakers to a cobbler haha",Pura,
WSH11,Rating,5,"I am in love with these shoes and will b","I am in love with these shoes and will buy them until they don't make them anymore. I run every day in them and I'm still on my first pair after a whole year. They're SO comfy.",Natashia,
WSH11,Rating,4,"Design is adorable-when you have cute wo","Design is adorable-when you have cute workout gear, exercising is fun. I'd buy these again.",Brigitte,
WSH11,Rating,2,"Have no idea what all the fuss is about ","Have no idea what all the fuss is about with these. I don't know, maybe I just bought the wrong size, but these are so uncomfortable. They dig into my toes and I always end up with blisters. Their cute but will look elsewhere.",Roseline,
WSH12,Rating,1,"Pic is WAY different then the real thing","Pic is WAY different then the real thing! My mom wouldn't even wear these there so ugly! Can I give a 0 rating?",Garnett,
WSH12,Rating,3,"Meh, I'm not hating them, but I'm not in","Meh, I'm not hating them, but I'm not in love. The eyelet part looks way different online and the elastic band felt really tight. They are pretty comfy other than that.",Eugena,
WSH12,Rating,5,"I'm a mom on the go and I love these sho","I'm a mom on the go and I love these shoes! They're comfy, cute and easy to slip on. What more could you ask for?",Elina,
WB01,Rating,3,"Not exactly true to size","Not exactly true to size but still very comfortable. ",Mistie,
WB01,Rating,4,"Snug fit without being too tight","Snug fit without being too tight and no irritation or chafing. ",Ming,
WB01,Rating,4,"bra stays comfy and dry","I play field hockey and it gets crazy hot outside - bra stays comfy and pretty dry. Recommended!",Mei,
WB01,Rating,4,"One of my favorites b/c no chafing!","One of my favorites b/c no chafing!",Bernetta,
WB02,Rating,2,"Doesn't fit me. Luma fail.","Doesn't fit me. Luma fail.",Roxie,
WB02,Rating,1,"does not fit. worthless.","does not fit. worthless.",Ardelia,
WB02,Rating,5,"So, so awesome. Great Support!","So, so awesome. Great Support! I just can't wait for the day that I'm comfortable enough with my midriff to wear this sans shirt, because the pattern is really cute!!",Dorcas,
WB02,Rating,4,"I love this bra","I have a B cup and I love how this bra feels! It has a really firm fit but it doesn't feel too tight. I wish every bra felt like this!",Cayla,
WB03,Rating,4,"So comfortable","If I could wear this sports bra every day, I definitely would. It's so so comfortable and washes well.",Tonya,
WB03,Rating,2,"It's an average bra","It's an average bra-nothing to write home about. I don't like how the straps dig into my shoulders, and it really doesn't provide that much support.",Eartha,
WB03,Rating,4,"Make this with patterns","I wish they made this bra with patterns because I like to look good at the gym. This is a little blah, but still cute. I would never wear it by itself.",Jammie,
WB04,Rating,2,"Cute gym top","So, it doesn't say that theres no shelf bra. BEWARE! Other than that, cute gym top.",Lorena,
WB04,Rating,4,"Cute, stretchy top!","Cute, stretchy top! Perfect for people with zero body fat.",Modesta,
WB04,Rating,3,"I got every color","I am a compulsive hoarder of workout gear so of course I had to have this in every color. I feel better after I buy them all because it's a good price!",Ayanna,
WB05,Rating,1,"unflattering. Ugh.","unflattering. Ugh. The elastic was literaly digging into my skin. I got my exact size so I thought I'd be good. All set.",Avelina,
WB05,Rating,2,"Training bra?","Makes me feel like I'm wearing a training bra. Comfy though.",Maribel,
WB05,Rating,3,"Sizes are off","I had to order 3 sizes before I found my fit. The sizes do NOT line up. I did like it in the end. Just took too long to get there.",Krystina,
WT06,Rating,5,"Makes me feel so snug! WHOO! ","Makes me feel so snug! WHOO! ",Concepcion,
WT06,Rating,4,"Could be flirtier.","Could be flirtier.",Emerald,
WT06,Rating,2,"Not for non-petite","Watch out if you're shapely like me - this tiny thing makes it hard to breath! ",Teofila,
WT07,Rating,4,"one of my favorites","I do a lot of different exercises and this tank - I have 2 of them - is one of my favorites. It's really soft and stays drier than other tops I've had.",Elza,
WT08,Rating,2,"Zero support/modesty","I would never wear this bra to anything but a low impact class like yoga. There's zero support and absolutely no modesty. Was hoping for better!",Shaunte,
WT08,Rating,3,"Not for high impact","Definitely not good for anything high-impact, but it's very stylish for yoga or something else low impact.",Merrie,
WT08,Rating,4,"A regular or me","This is in regular rotation at the gym. Its colorful and looks kinda cute under my exercise tanks.",Pearl,
WT09,Rating,4,"Great fit - love the v-neck design! ","Great fit - love the v-neck design! ",Thalia,
WT09,Rating,3,"The seams bother me","Some of the seams bother me during certain workouts but otherwise very comfortable",Carma,
WT01,Rating,4,"A sweet n sporty look for the gym","Always a sweet n sporty look for the gym! Keeps me cool and the seams don't rub up against me like some of my other tanks.",Maryanna,
WT01,Rating,4,"Good choice for working out","Good choice for working out and stylin' enough to wear when I'm hanging with friends on hot days. Also washes really well! ",Elfriede,
WT02,Rating,3,"I love the look","I love the look of this top, but I wasn't too crazy about the fit. The medium was too big in my opinion.",Yan,
WT02,Rating,2,"Huge arm holes??","I don't know why the arm holes are so big. It looked ok in the photo but in person they're really wide. It's really comfortable but that bugs me.",Valorie,
WT02,Rating,3,"Super cute!!!  I love it","Super cute!!!  I love it and want more colors. I really like running in this tank because it's not too tight.",Mikkel,
MBOOT01,Rating,5,"Not too heavy","Not too heavy and it fit over my thickest socks.",Clair,
MBOOT01,Rating,3,"Rubbed my ankles a little","These rubbed my ankles a little and rocks really get stuck in the bottom, but overall they're good for short, light hikes.",Jacinto,
MBOOT01,Rating,5,"Seriously waterproof!","Seriously waterproof! Plus my feet didn't hurt after a full day hike.",Lynwood,
MBOOT02,Rating,4,"exactly what I need for rock-climbing","Ok. Style-wise these boots aren't too pretty, but construction-wise they're exactly what I needed for my rock-climbing",Barton,
MBOOT02,Rating,4,"The leather doesn't look qualtiy","The leather doesn't look like the highest quality but I mean it did keep my feet dry when I was hiking on a rainy day",Carson,
MBOOT02,Rating,3,"The synthetic leather looks really fake ","The synthetic leather looks really fake in person",Leland,
MBOOT03,Rating,3,"These boots are solid","These boots are solid and seem like they're built to last, but they are so heavy. I had to return them and exchange for something lighter.",Zachariah,
MBOOT03,Rating,5,"Very Tough. I wear these to work","Very Tough. I wear these to work in a warehouse and on hiking trips with my family. Took a little while to break in but now they fit perfect. A steel toe would be nice but they are heavy enough as is.",Alberto,
MBOOT03,Rating,5,"I wear these to go hunting","I wear these to go hunting and I love em. ",Clyde,
24-MG07,Rating,4,"Pretty nice hat","Pretty nice hat, really warm, good fit.",Myles,
24-MG07,Rating,5,"He never takes it off","Bought this for my son. He never takes it off! It is his favorite hat.",Shane,
24-MG07,Rating,3,"It doesn't cover my ears","It doesn't cover my ears I have a really big head though.",Lyle,
MHS01,Rating,4,"Keeps him warm on chilly mornings","I bought this for my son, who goes to college in New England. He says it really keeps him warm on chilly mornings when he is walking to class! The fabric has a nice soft feel",Gary,
MHS01,Rating,3,"Fleecing doesn't last","Inside is soft-- until you wash it a couple times. I still like it, but I wish the fleece lining held up better.",Harland,
MHS01,Rating,4,"It fits well","Pretty good for hanging out or jogging in cold weather. It fits well",Gregory,
MHS02,Rating,4,"This is my favorite hoodie ever!","This is my favorite hoodie ever! It's perfect as an extra layer when I'm toasting marshmallows by the campfire or just taking a walk.",Bill,
MHS02,Rating,3,"I like the feel of this sweatshirt","I like the feel of this sweatshirt, but I wish it had a drawstring hood and a picture on the front. It's a little plain.",Joel,
MHS03,Rating,4,"Close to perfect","I don't believe anything is perfect, but this is close. Really, really warm and comfortable to wear.",Jeffry,
MHS03,Rating,3,"Like the color but not fit","Like the color but the fit seemed off. Seems like there's extra fabric on the chest or something so it was too bulky for me.",Lucio,
MHS03,Rating,3,"The lining made it very comfortable","The lining made it very comfortable. It did shrink on the first wash but seems ok now.",Julio,
MHS04,Rating,2,"Strange fit","The problem with this hoodie is that it has a strange fit. Maybe it's just me, but after trying 2 different sizes of this hoodie I'm convinced it's not me, it's you Luma. ",Raleigh,
MHS04,Rating,3,"I wish this came in a different color","I wish this came in a different color. I like the cooltech stuff but I also like colors",Kennith,
MHS04,Rating,4,"As good as big name brands","I took a chance on this brand, even though it's not as popular as others, and I am pretty pleased with my hoodie. But it's no different than one of the big name brands.",Theodore,
MHS05,Rating,4,"Perfect for warm-ups and jogging","Perfect for warm-ups and jogging when its nasty out.",Zachary,
MHS05,Rating,3,"KEEPS ME WARM","KEEPS ME WARM BUT I WISH THE FRONT HAD A ZIPPER",Barry,
MHS06,Rating,4,"my new partner in crime","This one's my new partner in crime for morning jogs - just warm enough without making me hot. ",Ed,
MHS06,Rating,3,"Great for hangin out","Not my favorite hoodie for warm-ups (wish it wicked moisture away a little better) but great for hanging out on cooler days.",Alden,
MHS06,Rating,4,"I wear this thing too much","I wear this thing too much. School, home, parties, lol.  What can I say, it's comfy and it works with almost everything I wear!",Rufus,
MHS07,Rating,3,"Nice relaxed fit","Nice relaxed fit - good choice for any cool day.",Barrett,
MHS07,Rating,4,"Still looks good ","Had mine for years and still looks good after multiple messy camping trips.",Murray,
MHS08,Rating,4,"Purchased this for my husband ","Purchased this for my husband for his job. He said its really warm. I was hesitant to put it in the dryer but it didn't shrink!",Clifton,
MHS08,Rating,3,"I'm a girl and bought this","I bought this for myself because I like guys hoodies a lot better than girls (they're more comfy!) This one was very soft and I wear it all the time!",Donnell,
WSH13,Rating,4,"I like the way they look but didn't get ","I like the way they look but didn't get to use them that much. ",Johana,
WSH13,Rating,4,"I got these for my gramma and she loves ","I got these for my gramma and she loves them!",Maureen,
WSH13,Rating,5,"I'm lazy and don't like laces so these a","I'm lazy and don't like laces so these are perfect",Xiao,
WSHT01,Rating,5,"I LOVE THESE SHORTS. I could write a son","I LOVE THESE SHORTS. I could write a sonnet about these shorts. Sometimes the only thing that gets me off the couch and onto the track is the thought of these shorts. They are the best.",Audrie,
WSHT01,Rating,5,"All I can say is, from a lady runner, TH","All I can say is, from a lady runner, THANK YOU Luma! Not every girl wants her thighs on full display when she's running. The inseam length is perfect for me to feel cool and comfortable but not over-exposed.",Danette,
WSHT01,Rating,3,"I thought I would like the longer length","I thought I would like the longer length but it's toooo long. And when I try to roll them up, they bunch up awkwardly because the waistband is kind of thick. Otherwise love them- the fabric feels awesome- but I don't like the way they make me look.",Elizabet,
WSHT02,Rating,4,"these were great for yoga but they also ","these were great for yoga but they also stayed in place when I went running.",Kiyoko,
WSHT02,Rating,5,"I love the stretchy design!!! !!! !!! !!","I love the stretchy design!!! !!! !!! !!",Nova,
WSHT02,Rating,3,"Not quite long enough for biking, which ","Not quite long enough for biking, which is why I bought them, but they're fine for casual walks..",Denita,
WSHT03,Rating,5,"LOVE THESE!!!  I've got a bit of a tummy ","LOVE THESE!!!  I've got a bit of a tummy so I sometimes feel a little insecure about going to the gym, as my old workout pants tended to slip down and show a bulge. These stay put no matter how much I'm moving around! I actually wear them all the time under dresses and skirts because they make me look so svelte!",Madaline,
